id,Title,Content,Permalink,_filled,_featured,_job_hours,_company_avatar,_company_facebook,_company_twitter,_company_googleplus,_company_linkedin,_company_instagram,_company_github,_company_pinterest,_claimed,geolocation_lat,geolocation_long,geolocation_formatted_address,geolocation_street_number,geolocation_street,geolocation_city,geolocation_state_short,geolocation_state_long,geolocation_postcode,geolocation_country_short,geolocation_country_long,geolocated,_job_location,_application,_company_website,_company_video,_job_expires,_phone,_gallery_images,_gallery,_job_author,_products,geolocation_map_lock_status,indica,_indica,hybrid,_hybrid,topicals,_topicals,edibles,_edibles,accessories,_accessories,_bubble_hash,vape_cart,_vape_cart,first_time_patient,_first_time_patient,coupons,_coupons,sativa,_sativa,bho,_bho,co2,_co2,rosin,_rosin,bubble_hash,_wp_old_slug,_average_rating,rating,_submitting_key,_job_title,_job_description,_featured_image,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Business Regions","Business Categories","Business Tags"
8804,"Kush Gardens",,http://kushy.net/business/kush-gardens/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_KG.jpg,,,,,,,,,39.3371537,-108.1944133,"4550 Old US Hwy 6, De Beque, CO 81630, USA",4550,"Old US Highway 6","De Beque",CO,Colorado,81630,US,"United States",1,"4550 Highway 6 & 24, De Beque, Colorado 81630",,,,,970-283-8927,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_KG.jpg,square_KG.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_KG.jpg,8805,square_KG.jpg,,,,,"Recreational Shop",
8806,"Terrapin Care Station- Denver Downtown (Rec)",,http://kushy.net/business/terrapin-care-station-denver-downtown-rec/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_tera.png,,,,,,,,,39.7170634,-104.9878785,"1 Broadway, Denver, CO 80203, USA",1,Broadway,Denver,CO,Colorado,80203,US,"United States",1,"1 Broadway #A150, Denver, CO 80203",,,,,"(303) 954-8402",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_tera.png,square_tera.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_tera.png,8807,square_tera.png,,,,,"Recreational Shop",
8808,"Herbal Bliss",,http://kushy.net/business/herbal-bliss/,0,0,,,,,,,,,,,39.5858206,-106.094337,"842 N Summit Blvd #13, Frisco, CO 80443, USA",842,"North Summit Boulevard",Frisco,CO,Colorado,80443,US,"United States",1,"842 North Summit Blvd (Unit 13), Frisco, CO 80443",,,,,970-668-3514,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Recreational Shop",
8810,"Lightshade - Sheridan Recreational",,http://kushy.net/business/lightshade-sheridan-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,,,,,,,,,39.696056,-105.0527649,"1126 S Sheridan Blvd, Denver, CO 80232, USA",1126,"South Sheridan Boulevard",Denver,CO,Colorado,80232,US,"United States",1,"1126 S. South Sheridan, Denver, Colorado 80232",,,,,720-630-2810,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,square_Lightshade_Logo_w_Leaf_Background_Square.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,8811,square_Lightshade_Logo_w_Leaf_Background_Square.jpg,,,,,"Recreational Shop",
8812,"Lightshade - Peoria Recreational",,http://kushy.net/business/lightshade-peoria-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,,,,,,,,,39.7732121,-104.8491092,"11975 E 40th Ave, Denver, CO 80239, USA",11975,"East 40th Avenue",Denver,CO,Colorado,80239,US,"United States",1,"11975 East 40th Ave., Denver, CO 80239",,,,,(720)974-7220,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,square_Lightshade_Logo_w_Leaf_Background_Square.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,8813,square_Lightshade_Logo_w_Leaf_Background_Square.jpg,,,,,"Recreational Shop",
8814,"Maggies Farm Pueblo West... Adult Use",,http://kushy.net/business/maggies-farm-pueblo-west-adult-use/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,,,,,,,,,38.3390017,-104.740745,"74 Component Dr, Pueblo West, CO 81007, USA",74,"Component Drive","Pueblo West",CO,Colorado,81007,US,"United States",1,"74 N Component Drive, Pueblo, CO 81007",,,,,719-547-8345,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,8815,square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,,,,,"Recreational Shop",
8816,"Medicine Man Aurora - Adult Use",,http://kushy.net/business/medicine-man-aurora-adult-use/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_MM.jpg,,,,,,,,,39.6817321,-104.8664385,"1901 S Havana St, Aurora, CO 80014, USA",1901,"South Havana Street",Aurora,CO,Colorado,80014,US,"United States",1,"1901 South Havana St., Aurora, Colorado 80014",,,,,(303)-923-3825,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_MM.jpg,square_MM.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_MM.jpg,8817,square_MM.jpg,,,,,"Recreational Shop",
8818,"Native Roots Dispensary Dillon",,http://kushy.net/business/native-roots-dispensary-dillon/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_Tree_Logo_-_Low_Res_-_Transparent.png,,,,,,,,,39.6296516,-106.0615648,"850 Little Beaver Trail, Silverthorne, CO 80498, USA",850,"Little Beaver Trail",Silverthorne,CO,Colorado,80498,US,"United States",1,"850 Little Beaver Trail, Dillon, CO 80498",,,,,970-455-8370,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_Tree_Logo_-_Low_Res_-_Transparent.png,square_Tree_Logo_-_Low_Res_-_Transparent.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_Tree_Logo_-_Low_Res_-_Transparent.png,8819,square_Tree_Logo_-_Low_Res_-_Transparent.png,,,,,"Recreational Shop",
8820,"The Secret Stash",,http://kushy.net/business/the-secret-stash/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_7926_SecretStashFinal1_1335924092.jpg,,,,,,,,,38.847991,-104.870091,"2845 Ore Mill Rd #6, Colorado Springs, CO 80904, USA",2845,"Ore Mill Road","Colorado Springs",CO,Colorado,80904,US,"United States",1,"2845 Ore Mill Rd. unit 6, Colorado Springs, CO 80904",,,,,719-633-8499,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_7926_SecretStashFinal1_1335924092.jpg,square_7926_SecretStashFinal1_1335924092.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_7926_SecretStashFinal1_1335924092.jpg,8821,square_7926_SecretStashFinal1_1335924092.jpg,,,,,"Medical Marijuana Dispensary",
8824,"Solace Meds - Recreational",,http://kushy.net/business/solace-meds-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_solace_logo.jpg,,,,,,,,,40.5060447,-105.0732263,"301 Smokey St a, Fort Collins, CO 80525, USA",301,"Smokey Street","Fort Collins",CO,Colorado,80525,US,"United States",1,"301 Smokey St. Unit A, Fort Collins, CO 80525",,,,,970-225-6337,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_solace_logo.jpg,square_solace_logo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_solace_logo.jpg,8825,square_solace_logo.jpg,,,,,"Recreational Shop",
8826,"The Highway",,http://kushy.net/business/the-highway-2/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_stickerhihway.jpg,,,,,,,,,39.766943,-105.6183501,"1221 Co Rd 308, Dumont, CO 80436, USA",1221,"County Road 308",Downieville-Lawson-Dumont,CO,Colorado,80436,US,"United States",1,"1221 County Road 308, Downieville, CO 80436",,,,,720-242-8692,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_stickerhihway.jpg,square_stickerhihway.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_stickerhihway.jpg,8827,square_stickerhihway.jpg,,,,,"Recreational Shop",
8828,"Green Tree (Medicinals) of Berthoud",,http://kushy.net/business/green-tree-medicinals-of-berthoud/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_GreenTreeMedicinals.jpg,,,,,,,,,40.3122074,-105.0758103,"1090 N 2nd St, Berthoud, CO 80513, USA",1090,"North 2nd Street",Berthoud,CO,Colorado,80513,US,"United States",1,"1090 North 2nd St, Berthoud, Colorado 80504",,,,,970-670-9120,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_GreenTreeMedicinals.jpg,square_GreenTreeMedicinals.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_GreenTreeMedicinals.jpg,8829,square_GreenTreeMedicinals.jpg,,,,,"Medical Marijuana Dispensary",
8830,"GS Warehouse Dispensary",,http://kushy.net/business/gs-warehouse-dispensary/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_GSW_zac_pic.JPG,,,,,,,,,40.2691015,-103.8296927,"206 Elm Dr, Log Lane Village, CO 80705, USA",206,"Elm Drive","Log Lane Village",CO,Colorado,80705,US,"United States",1,"206 Elm Street, Log Lane Village, CO 80705",,,,,970-467-7911,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_GSW_zac_pic.JPG,square_GSW_zac_pic.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_GSW_zac_pic.JPG,8831,square_GSW_zac_pic.JPG,,,,,"Recreational Shop",
8832,CannaCo,,http://kushy.net/business/cannaco/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_Logo_and_cc_250_x_250.jpg,,,,,,,,,37.1372909,-104.5222011,"3019 Toupal Dr, Trinidad, CO 81082, USA",3019,"Toupal Drive",Trinidad,CO,Colorado,81082,US,"United States",1,"3019 Toupal Drive, Trinidad, Colorado 81082",,,,,719-846-8759,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_Logo_and_cc_250_x_250.jpg,square_Logo_and_cc_250_x_250.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_Logo_and_cc_250_x_250.jpg,8833,square_Logo_and_cc_250_x_250.jpg,,,,,"Recreational Shop",
8834,"Green Tree (Medicinals) of Boulder",,http://kushy.net/business/green-tree-medicinals-of-boulder/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_GT.jpg,,,,,,,,,40.0153379,-105.2234614,"5565 Arapahoe Ave, Boulder, CO 80303, USA",5565,"Arapahoe Avenue",Boulder,CO,Colorado,80303,US,"United States",1,"5565 Arapahoe Avenue, Boulder, CO 80303",,,,,303-440-6700,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_GT.jpg,square_GT.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_GT.jpg,8835,square_GT.jpg,,,,,"Medical Marijuana Dispensary",
8836,"MiNDFUL - Colfax Recreational",,http://kushy.net/business/mindful-colfax-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_mindfull.jpg,,,,,,,,,39.7399503,-104.918781,"5926 E Colfax Ave, Denver, CO 80220, USA",5926,"East Colfax Avenue",Denver,CO,Colorado,80220,US,"United States",1,"5926 E Colfax Ave, Denver, Colorado 80220",,,,,"(303) 573-6337",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_mindfull.jpg,square_mindfull.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_mindfull.jpg,8837,square_mindfull.jpg,,,,,"Recreational Shop",
8838,"Patients Choice Lakewood - Medical",,http://kushy.net/business/patients-choice-lakewood-medical/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_PClogoMASTER-01.jpg,,,,,,,,,39.7406303,-105.0754131,"7063 W Colfax Ave, Lakewood, CO 80214, USA",7063,"West Colfax Avenue",Lakewood,CO,Colorado,80214,US,"United States",1,"7063 W. Colfax Ave, Lakewood, CO 80214",,,,,720-924-4741,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_PClogoMASTER-01.jpg,square_PClogoMASTER-01.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_PClogoMASTER-01.jpg,8839,square_PClogoMASTER-01.jpg,,,,,"Medical Marijuana Dispensary",
8840,"Green Tree (Medicinals) of Longmont",,http://kushy.net/business/green-tree-medicinals-of-longmont/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_GreenTreeMedicinalsLongmontLogo.jpg,,,,,,,,,40.2035515,-105.1024668,"12626 N 107th St, Longmont, CO 80504, USA",12626,"North 107th Street",Longmont,CO,Colorado,80504,US,"United States",1,"12626 N. 107th St., Longmont, Co 80504",,,,,303-772-3034,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_GreenTreeMedicinalsLongmontLogo.jpg,square_GreenTreeMedicinalsLongmontLogo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_GreenTreeMedicinalsLongmontLogo.jpg,8841,square_GreenTreeMedicinalsLongmontLogo.jpg,,,,,"Medical Marijuana Dispensary",
8842,"3D Cannabis Center Salida",,http://kushy.net/business/3d-cannabis-center-salida/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_3D_Salida_Logo_Big.jpg,,,,,,,,,,,,,,Salida,,,,,,,"248 E Rainbow Blvd (US Hwy 50), Salida, Colorado 81201",,,,,719.539.5496,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_3D_Salida_Logo_Big.jpg,square_3D_Salida_Logo_Big.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_3D_Salida_Logo_Big.jpg,8843,square_3D_Salida_Logo_Big.jpg,,,,,"Recreational Shop",
8844,"420 Green Genie",,http://kushy.net/business/420-green-genie/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_420-Green-Genie_copy_no_red.png,,,,,,,,,37.0748993,-106.0083024,"106 E 4th Ave, Antonito, CO 81120, USA",106,"East 4th Avenue",Antonito,CO,Colorado,81120,US,"United States",1,"106 4th Ave, Antonito, Colorado 81120",,,,,"(719) 580-0199",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_420-Green-Genie_copy_no_red.png,square_420-Green-Genie_copy_no_red.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_420-Green-Genie_copy_no_red.png,8845,square_420-Green-Genie_copy_no_red.png,,,,,"Recreational Shop",
8846,"Natures Herbs Denver - Recreational",,http://kushy.net/business/natures-herbs-denver-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_DTC_Natures-Herbs-and-Wellness-Logo-Original_2015.jpg,,,,,,,,,39.6548296,-104.8851773,"3435 S Yosemite St, Denver, CO 80231, USA",3435,"South Yosemite Street",Denver,CO,Colorado,80231,US,"United States",1,"3435 South Yosemite Street, Denver, Colorado 80231",,,,,"(303) 751-7888",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_DTC_Natures-Herbs-and-Wellness-Logo-Original_2015.jpg,square_DTC_Natures-Herbs-and-Wellness-Logo-Original_2015.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_DTC_Natures-Herbs-and-Wellness-Logo-Original_2015.jpg,8847,square_DTC_Natures-Herbs-and-Wellness-Logo-Original_2015.jpg,,,,,"Recreational Shop",
8848,"LiveGreen at Patients Choice Broadway - Recreational",,http://kushy.net/business/livegreen-at-patients-choice-broadway-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_LGCrgb-01.jpg,,,,,,,,,39.6757574,-104.9876369,"2251 Broadway, Denver, CO 80210, USA",2251,Broadway,Denver,CO,Colorado,80210,US,"United States",1,"2251 S. Broadway, Denver, CO 80210",,,,,720-340-8428,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_LGCrgb-01.jpg,square_LGCrgb-01.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_LGCrgb-01.jpg,8849,square_LGCrgb-01.jpg,,,,,"Recreational Shop",
8850,"Lightshade - 6th Ave Recreational",,http://kushy.net/business/lightshade-6th-ave-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,,,,,,,,,39.7258887,-104.9779789,"745 E 6th Ave, Denver, CO 80203, USA",745,"East 6th Avenue",Denver,CO,Colorado,80203,US,"United States",1,"745 E. 6th Ave, Denver, CO 80203",,,,,720-899-3040,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,square_Lightshade_Logo_w_Leaf_Background_Square.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_Lightshade_Logo_w_Leaf_Background_Square.jpg,8851,square_Lightshade_Logo_w_Leaf_Background_Square.jpg,,,,,"Recreational Shop",
8852,"Maggies Farm Canon- Medical Only",,http://kushy.net/business/maggies-farm-canon-medical-only/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,,,,,,,,,38.4476034,-105.1963945,"3055 US-50 f, Cañon City, CO 81212, USA",3055,"U.S. 50","Cañon City",CO,Colorado,81212,US,"United States",1,"3055 U.S. HWY 50 Suite F, Canon City, CO. 81212",,,,,719-372-1014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,8853,square_MF-FINAL-LOGO-2014-FINAL-SQAURE-TRANSPARENT.png,,,,,"Medical Marijuana Dispensary",
8854,"Highland Health",,http://kushy.net/business/highland-health/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_HighlandHealthLogo2.jpg,,,,,,,,,37.157839,-104.511827,"1505 Santa Fe Trail, Trinidad, CO 81082, USA",1505,"Santa Fe Trail",Trinidad,CO,Colorado,81082,US,"United States",1,"1505 Santa Fe Trail, Trinidad, CO 81082",,,,,719-846-2449,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_HighlandHealthLogo2.jpg,square_HighlandHealthLogo2.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_HighlandHealthLogo2.jpg,8855,square_HighlandHealthLogo2.jpg,,,,,"Recreational Shop",
8856,"Sacred Seed - Adult Use",,http://kushy.net/business/sacred-seed-adult-use/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_sslogo.jpg,,,,,,,,,39.6791138,-104.9196382,"5885 E Evans Ave, Denver, CO 80222, USA",5885,"East Evans Avenue",Denver,CO,Colorado,80222,US,"United States",1,"5885 East Evans Avenue, Denver, CO 80222",,,,,303-756-3762,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_sslogo.jpg,square_sslogo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_sslogo.jpg,8857,square_sslogo.jpg,,,,,"Recreational Shop",
8858,"Golden Meds",,http://kushy.net/business/golden-meds/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_GMLogo.jpg,,,,,,,,,39.7802983,-104.845913,"4620 Peoria St, Denver, CO 80239, USA",4620,"Peoria Street",Denver,CO,Colorado,80239,US,"United States",1,"4620 Peoria St, Denver, CO 80239",,,,,303-307-4645,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_GMLogo.jpg,square_GMLogo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_GMLogo.jpg,8859,square_GMLogo.jpg,,,,,"Recreational Shop",
8860,"Fiddlers Green",,http://kushy.net/business/fiddlers-green/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_Fiddler_Face.jpg,,,,,,,,,38.1496995,-107.7452394,"402 Palomino Trail, Ridgway, CO 81432, USA",402,"Palomino Trail",Ridgway,CO,Colorado,81432,US,"United States",1,"402 Palomino Trail, Ridgway, Colorado 81432",,,,,"(970) 626-4029",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_Fiddler_Face.jpg,square_Fiddler_Face.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_Fiddler_Face.jpg,8861,square_Fiddler_Face.jpg,,,,,"Recreational Shop",
8862,"Colorado Cannabis Cabin",,http://kushy.net/business/colorado-cannabis-cabin/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_Logo_Square_New.png,,,,,,,,,38.538314,-106.935771,"650 S 11th St b, Gunnison, CO 81230, USA",650,"South 11th Street",Gunnison,CO,Colorado,81230,US,"United States",1,"650 S. 11th Street Suite B, Gunnison, CO 81230",,,,,970-640-0675,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_Logo_Square_New.png,square_Logo_Square_New.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_Logo_Square_New.png,8863,square_Logo_Square_New.png,,,,,"Recreational Shop",
8864,"MiNDFUL - Colorado Springs",,http://kushy.net/business/mindful-colorado-springs/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_MF_Logo.jpg,,,,,,,,,38.8375698,-104.7754968,"403 N Circle Dr, Colorado Springs, CO 80909, USA",403,"North Circle Drive","Colorado Springs",CO,Colorado,80909,US,"United States",1,"403 N Circle Drive, Colorado Springs, CO 80909",,,,,"(719) 597-4429",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_MF_Logo.jpg,square_MF_Logo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_MF_Logo.jpg,8865,square_MF_Logo.jpg,,,,,"Medical Marijuana Dispensary",
8866,"HIGH COUNTRY HEALING - Alma - Recreational",,http://kushy.net/business/high-country-healing-alma-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_HCH2_Logo.JPG,,,,,,,,,39.2827864,-106.0616141,"40 S Main St, Fairplay, CO 80440, USA",40,"South Main Street",Fairplay,CO,Colorado,80440,US,"United States",1,"40 S. MAIN STREET, ALMA, CO 80420",,,,,719-836-9000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_HCH2_Logo.JPG,square_HCH2_Logo.JPG,/home/kushy/public_html/wp-content/uploads/2016/12/square_HCH2_Logo.JPG,8867,square_HCH2_Logo.JPG,,,,,"Recreational Shop",
8868,"Ballpark Holistic Dispensary - Recreational",,http://kushy.net/business/ballpark-holistic-dispensary-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_BPHD_Square_logo.png,,,,,,,,,39.7543635,-104.9911382,"2119 Larimer St, Denver, CO 80205, USA",2119,"Larimer Street",Denver,CO,Colorado,80205,US,"United States",1,"2119 Larimer St., Denver, CO 80205",,,,,303-590-9881,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_BPHD_Square_logo.png,square_BPHD_Square_logo.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_BPHD_Square_logo.png,8869,square_BPHD_Square_logo.png,,,,,"Recreational Shop",
8870,"Headquarters Cannabis Company Longmont - Medical",,http://kushy.net/business/headquarters-cannabis-company-longmont-medical/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_HQIcon.png,,,,,,,,,40.2127392,-105.2492154,"4497 Ute Hwy, Longmont, CO 80503, USA",4497,"Ute Highway",Longmont,CO,Colorado,80503,US,"United States",1,"4497 Ute Highway, Longmont, CO 80503",,,,,303-823-5143,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_HQIcon.png,square_HQIcon.png,/home/kushy/public_html/wp-content/uploads/2016/12/square_HQIcon.png,8871,square_HQIcon.png,,,,,"Medical Marijuana Dispensary",
8872,"MMJ America - Boulder - Recreational",,http://kushy.net/business/mmj-america-boulder-recreational/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_MMJAmericaLogo.jpg,,,,,,,,,40.0171314,-105.2797963,"1909 Broadway, Boulder, CO 80302, USA",1909,Broadway,Boulder,CO,Colorado,80302,US,"United States",1,"1909 Broadway L.L., Boulder, CO 80302",,,,,303-862-4064,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_MMJAmericaLogo.jpg,square_MMJAmericaLogo.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_MMJAmericaLogo.jpg,8873,square_MMJAmericaLogo.jpg,,,,,"Recreational Shop",
8874,"New Age Medical - Recreational Menu",,http://kushy.net/business/new-age-medical-recreational-menu/,0,0,,http://kushy.net/wp-content/uploads/2016/12/square_NAM_Logo_JPEG.jpg,,,,,,,,,39.7539971,-105.0536036,"2553 Sheridan Blvd, Edgewater, CO 80214, USA",2553,"Sheridan Boulevard",Edgewater,CO,Colorado,80214,US,"United States",1,"2553 Sheridan Blvd, Edgewater, CO 80214",,,,,303-233-1322,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/12/square_NAM_Logo_JPEG.jpg,square_NAM_Logo_JPEG.jpg,/home/kushy/public_html/wp-content/uploads/2016/12/square_NAM_Logo_JPEG.jpg,8875,square_NAM_Logo_JPEG.jpg,,,,,"Recreational Shop",
